year,state,headingCode,heading,metricFOB
2023,Ceará,3101,"Adubos (fertilizantes) de origem animal ou vegetal, mesmo misturados entre si ou tratados quimicamente; adubos (fertilizantes) resultantes da mistura ou do tratamento químico de produtos de origem animal ou vegetal",5475
2023,Paraná,6217,"Outros acessórios confeccionados de vestuário; partes de vestuário ou dos seus acessórios, exceto da posição 6212",5473
2023,Maranhão,6310,"Trapos, cordéis, cordas e cabos de matérias têxteis, em forma de desperdícios ou de artefactos inutilizados",5472
2023,Santa Catarina,4902,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou contendo publicidade",5465
2023,Pernambuco,2936,"Provitaminas e vitaminas, naturais ou sintéticas (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções",5463
2023,Mato Grosso,7318,"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço",5460
2023,Roraima,8528,"Aparelhos receptores de televisão, mesmo incorporando um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens; monitores e projectores de video",5450
2023,Pernambuco,0706,"Cenouras, nabos, beterrabas para salada, cercefi, aipo-rábano, rabanetes e raízes comestíveis semelhantes, frescos ou refrigerados",5439
2023,Acre,7214,"Barras de ferro ou aço não ligado, simplesmente forjadas, laminadas, estiradas ou extrudadas, a quente, incluídas as que tenham sido submetidas a torção após laminagem",5436
2023,Rio Grande do Norte,8421,"Centrifugadores, incluídos os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases",5431
2023,Minas Gerais,6814,"Mica trabalhada e suas obras, incluída a mica aglomerada ou reconstituída, mesmo com suporte de papel, de cartão ou de outras matérias",5429
2023,Rio Grande do Sul,5310,Tecidos de juta ou de outras fibras têxteis liberianas da posição 5303,5419
2023,Espírito Santo,8549,"Desperdícios e resíduos, e sucata, elétricos e eletrônicos",5410
2023,Bahia,4901,"Livros, brochuras e impressos semelhantes, mesmo em folhas soltas",5406
2023,Pará,1108,Amidos e féculas; inulina,5405
2023,Ceará,7209,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a frio, não folheados ou chapeados, nem revestidos",5401
2023,Não Declarada,9705,"Coleções e espécimes para coleções, de zoologia, botânica, mineralogia, anatomia, ou apresentando interesse histórico, arqueológico, paleontológico, etnográfico ou numismático",5400
2023,Rio Grande do Sul,4902,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou contendo publicidade",5392
2023,Não Declarada,9113,Pulseiras de relógios e suas partes,5392
2023,Paraná,4420,"Madeira marchetada e madeira incrustada; estojos e guarda-jóias, para joalharia e ourivesaria, e obras semelhantes, de madeira; estatuetas e outros objectos de ornamentação, de madeira; artigos de mobiliário, de madeira, que não se incluam no Capítulo 94",5385
2023,Roraima,8201,"Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e rapadeiras; machados, podões e ferramentas semelhantes de gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas ",5384
2023,Não Declarada,9101,"Relógios de pulso, relógios de bolso e relógios semelhantes (incluídos os contadores de tempo dos mesmos tipos), com caixa de metais preciosos ou de metais folheados ou chapeados de metais preciosos",5379
2023,Paraná,9106,"Aparelhos de controlo do tempo e contadores de tempo, de mecanismo de relojoaria ou motor síncrono (por exemplo: relógios de ponto, relógios datadores, contadores de horas)",5378
2023,Amapá,0805,"Citrinos, frescos ou secos",5357
2023,Paraná,1511,"Óleo de palma e respectivas fracções, mesmo refinados, mas não quimicamente modificados",5348
2023,Amapá,0806,Uvas frescas ou secas,5346
2023,Minas Gerais,1404,Produtos vegetais não especificados nem compreendidos noutras posições,5338
2023,Goiás,2916,"Ácidos monocarboxílicos acíclicos não saturados e ácidos monocarboxílicos cíclicos, seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados",5335
2023,Amazonas,0806,Uvas frescas ou secas,5332
2023,Santa Catarina,9012,"Microscópios, exceto ópticos; difractógrafos",5328
2023,Pernambuco,9503,"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo",5316
2023,Mato Grosso,5609,"Artigos de fios, lâminas ou formas semelhantes das posições 5404 ou 5405; outros cordéis, cordas e cabos",5315
2023,Rio Grande do Sul,7104,"Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras sintéticas ou reconstituídas, não combinadas, enfiadas temporariamente para facilidade de transporte",5310
2023,Bahia,6303,"Cortinados, cortinas e estores; sanefas e reposteiros",5310
2023,Rondônia,8302,"Guarnições, ferragens e artigos semelhantes, de metais comuns, para móveis, portas, escadas, janelas, persianas, carroçarias, artigos de seleiro, malas, cofres, caixas de segurança e outras obras semelhantes; pateras, porta-chapéus, cabides e artigos seme",5307
2023,Acre,6811,"Obras de fibrocimento, cimento-celulose e produtos semelhantes",5306
2023,Rio de Janeiro,4402,"Carvão vegetal (incluindo o carvão de cascas ou de caroços), mesmo aglomerado",5302
2023,Rio Grande do Sul,9505,"Artigos para festas, carnaval ou outros divertimentos, incluídos os artigos de magia e artigos surpresa",5300
2023,Ceará,2004,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com excepção dos produtos da posição 2006",5299
2023,Maranhão,1211,"Plantas, partes de plantas, sementes e frutos, das espécies utilizadas principalmente em perfumaria, medicina ou como insecticidas, parasiticidas e semelhantes, frescos ou secos, mesmo cortados, triturados ou em pó",5293
2023,Roraima,7005,"Vidro « flotado » e vidro desbastado ou polido numa ou em ambas as faces, em chapas ou em folhas, mesmo de camada absorvente, reflectora ou não, mas sem qualquer outro trabalho",5291
2023,Espírito Santo,2401,Tabaco não manufacturado; desperdícios de tabaco,5290
2023,Não Declarada,8907,"Outras estruturas flutuantes (por exemplo: balsas, reservatórios, caixões, bóias de amarração, bóias de sinalização e semelhantes)",5280
2023,Amazonas,6310,"Trapos, cordéis, cordas e cabos de matérias têxteis, em forma de desperdícios ou de artefactos inutilizados",5280
2023,Alagoas,8419,"Aparelhos e dispositivos, mesmo aquecidos electricamente (exceto fornos e outros aparelhos da posição 8514), para tratamento de matérias por meio de operações que impliquem mudança de temperatura, tais como o aquecimento, cozimento, torrefacção, destilaç",5263
2023,Pará,2832,Sulfitos; tiosulfatos,5262
2023,Rondônia,8714,Partes e acessórios dos veículos das posições 8711 a 8713,5256
2023,Pernambuco,1104,"Grãos de cereais trabalhados de outro modo (por exemplo: descascados, pelados, esmagados, em flocos, em pérolas, cortados ou partidos), com exclusão do arroz da posição 1006; germes de cereais, inteiros, esmagados, em flocos ou moídos",5250
2023,Ceará,7320,"Molas e folhas de molas, de ferro ou aço",5243
2023,Paraná,5804,"Tules, filó e tecidos de malhas com nós; rendas em peça, em tiras ou em motivos para aplicar, exceto os produtos das posições 6002 a 6006",5241
2023,Ceará,7615,"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de alumínio; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento e usos semelhantes, de alumínio",5241
2023,Rio Grande do Sul,4503,Obras de cortiça natural,5235
2023,Bahia,4203,"Vestuário e seus acessórios, de couro natural ou reconstituído",5219
2023,Espírito Santo,6801,"Pedras para calcetar, meios-fios e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)",5216
2023,Espírito Santo,4802,"Papel e cartão, não revestidos, dos tipos utilizados para escrita, impressão ou outros fins gráficos, e papel e cartão para fabricar cartões ou tiras perfurados, não perfurados, em rolos ou em folhas de forma quadrada ou rectangular, de qualquer formato o",5214
2023,Amapá,6212,"Soutiens, cintas, espartilhos, suspensórios, ligas e artefactos semelhantes, e suas partes, mesmo de malha",5212
2023,Amazonas,8201,"Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e rapadeiras; machados, podões e ferramentas semelhantes de gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas ",5211
2023,Rio Grande do Sul,1108,Amidos e féculas; inulina,5205
2023,Pernambuco,3912,"Celulose e seus derivados químicos, não especificados nem compreendidos em outras posições, em formas primárias",5200
2023,Espírito Santo,8480,"Caixas de fundição; placas de fundo para moldes; modelos para moldes; moldes para metais (exceto lingoteiras), carbonetos metálicos, vidro, matérias minerais, borracha ou plástico",5200
2023,Bahia,5608,"Redes de malhas com nós, em panos ou em peça, obtidas a partir de cordéis, cordas ou cabos; redes confeccionadas para a pesca e outras redes confeccionadas, de matérias têxteis",5199
2023,Ceará,9029,"Outros contadores (por exemplo: contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podómetros); indicadores de velocidade e tacómetros, exceto os das posições 9014 ou 9015; estroboscópios",5198
2023,Espírito Santo,4820,"Livros de registo e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes, cadernos, pastas para documentos, classificadores, capas para encadernação (de folhas soltas ou outras)",5198
2023,Minas Gerais,5609,"Artigos de fios, lâminas ou formas semelhantes das posições 5404 ou 5405; outros cordéis, cordas e cabos",5192
2023,Ceará,6601,"Guarda-chuvas, sombrinhas e guarda-sóis (incluindo as bengalas-guarda-chuvas e os guarda-sóis de jardim e semelhantes)",5186
2023,Mato Grosso do Sul,1302,"Sucos e extractos vegetais; matérias pécticas, pectinatos e pectatos; ágar-ágar e outros produtos mucilaginosos e espessantes derivados dos vegetais, mesmo modificados",5186
2023,Pernambuco,9032,"Instrumentos e aparelhos para regulação ou controlo, automáticos",5176
2023,Mato Grosso do Sul,6807,Obras de asfalto ou de produtos semelhantes (por exemplo: breu ou pez),5169
2023,Bahia,9505,"Artigos para festas, carnaval ou outros divertimentos, incluídos os artigos de magia e artigos surpresa",5169
2023,Paraíba,4902,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou contendo publicidade",5165
2023,Espírito Santo,8214,"Outros artigos de cutelaria (por exemplo: máquinas de cortar o cabelo ou tosquiar, fendeleiras, cutelos, incluídos os de açougue e de cozinha, e corta-papéis); utensílios e sortidos de utensílios, de manicuros ou de pedicuros (incluídas as limas para unha",5164
2023,Goiás,2827,"Cloretos, oxicloretos e hidroxicloretos; brometos e oxibrometos; iodetos e oxiiodetos",5160
2023,Não Declarada,9209,"Partes (mecanismos de caixas de música, por exemplo) e acessórios (por exemplo: cartões, discos e rolos para instrumentos mecânicos) de instrumentos musicais; metrónomos e diapasões de todos os tipos",5159
2023,Maranhão,8539,"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluídos os artigos denominados « faróis e projectores, em unidades seladas » e as lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco",5157
2023,Minas Gerais,9505,"Artigos para festas, carnaval ou outros divertimentos, incluídos os artigos de magia e artigos surpresa",5152
2023,Alagoas,4805,"Outros papéis e cartões, não revestidos nem impregnados, em rolos ou em folhas, não tendo sofrido trabalho complementar nem tratamento, exceto os especificados na Nota 3 do presente Capítulo",5148
2023,Distrito Federal,3303,Perfumes (extratos) e águas-de-colônia,5142
2023,Rio de Janeiro,9618,"Manequins e artigos semelhantes; autômatos e cenas animadas, para vitrines e mostruários",5137
2023,Minas Gerais,5811,"Artefatos têxteis matelassês em peça, constituídos por uma ou várias camadas de matérias têxteis associadas a uma matéria de enchimento ou estofamento, acolchoados por qualquer processo, exceto os bordados da posição 58.10",5133
2023,Goiás,7111,"Metais comuns, prata ou ouro, folheados ou chapeados (plaquê) de platina, em formas brutas ou semimanufaturadas",5128
2023,Amapá,6112,"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips, de banho, de malha",5119
2023,Rio Grande do Norte,3304,"Produtos de beleza ou de maquilhagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluídas as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros",5116
2023,Roraima,8414,"Bombas de ar ou de vácuo, compressores de ar ou de outros gases e ventiladores; exaustores (coifas aspirantes) para extracção ou reciclagem, com ventilador incorporado, mesmo filtrantes",5115
2023,Goiás,3206,"Outras matérias corantes; preparações indicadas na Nota 3 do presente capítulo, exceto das posições 3203, 3204 ou 3205; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida",5108
2023,Mato Grosso,7315,"Correntes, cadeias, e suas partes, de ferro fundido, ferro ou aço",5105
2023,Rondônia,4818,"Papel dos tipos utilizados para a fabricação de papéis higiénicos e de toucador e semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou",5104
2023,Espírito Santo,4821,"Etiquetas de qualquer espécie, de papel ou cartão, impressas ou não",5102
2023,Pernambuco,6202,"Casacos compridos, capas, anoraques, blusões e semelhantes, de uso feminino, exceto os artefactos da posição 6204",5097
2023,Rio de Janeiro,0813,"Frutas secas, exceto das posições 0801 a 0806; misturas de frutas secas ou de frutas de casca rija, do presente capítulo",5088
2023,Santa Catarina,2821,"Óxidos e hidróxidos de ferro; terras corantes contendo, em peso, 70 % ou mais de ferro combinado, expresso em Fe2O3",5076
2023,Pernambuco,8515,"Máquinas e aparelhos para soldar (mesmo de corte) elétricos (incluídos os a gás aquecido electricamente), a laser ou outros feixes de luz ou de fotões, a ultra-som, a feixe de electrões, a impulsos magnéticos ou a jacto de plasma; máquinas e aparelhos el",5074
2023,Rio Grande do Norte,4008,"Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida",5071
2023,Amapá,0705,"Alface (Lactuca sativa) e chicórias (Cichorium spp.), frescas ou refrigeradas",5070
2023,Mato Grosso,7309,"Reservatórios, tonéis, cubas e recipientes semelhantes, de ferro fundido, ferro ou aço, de capacidade > 300 litros, sem dispositivos mecânicos nem térmicos",5069
2023,Pará,0907,"Cravo-da-índia (frutos, flores e pedúnculos)",5061
2023,Mato Grosso,8505,"Electroímanes; ímanes permanentes e artefactos destinados a tornarem-se ímanes permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou electromagnéticos, de fixação; acoplamentos, embraiagens, variadores de velocidade e fr",5060
2023,Maranhão,8450,"Máquinas de lavar roupa, mesmo com dispositivo de secagem",5060
2023,Maranhão,4820,"Livros de registo e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes, cadernos, pastas para documentos, classificadores, capas para encadernação (de folhas soltas ou outras)",5059
2023,Ceará,6110,"Camisolas e pulôveres, cardigans, coletes e artigos semelhantes, de malha",5050
2023,Goiás,8301,"Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns",5041
2023,Roraima,8202,Serras manuais; folhas de serras de todos os tipos (incluídas as fresas-serras e as folhas não dentadas para serrar),5040
2023,Pará,3307,"Preparações para barbear (antes, durante ou após), desodorizantes corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos em outras posi",5040
2023,Acre,3816,"Cimentos, argamassas, concretos e composições semelhantes, refratários",5039
2023,Bahia,4911,"Outros impressos, incluídas as estampas, gravuras e fotografias",5038
2023,Maranhão,6402,Outro calçado com sola exterior e parte superior de borracha ou plástico,5036
2023,Goiás,4810,"Papel e cartão revestidos de caulino ou de outras substâncias inorgânicas numa ou nas duas faces, com ou sem aglutinantes, sem qualquer outro revestimento, mesmo coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma q",5033
2023,Pernambuco,0403,"Leitelho, leite e nata coalhados, iogurte, kefir e outros leites e natas fermentados ou acidificados, mesmo concentrados ou adicionados de açúcar ou de outros edulcorantes, ou aromatizados ou adicionados de frutas ou de cacau",5026
2023,Bahia,7804,"Chapas, folhas e tiras, de chumbo; pó e escamas, de chumbo",5024
2023,Ceará,8526,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando",5022
2023,Rio Grande do Sul,8209,"Plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (cermets)",5020
2023,Alagoas,7323,"Artefactos de uso doméstico, e suas partes, de ferro fundido, ferro ou aço; palha de ferro ou aço; esponjas, esfregões, luvas e artefactos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço",5020
2023,Acre,8436,"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluídos os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura",5020
2023,Pará,1102,"Farinhas de cereais, exceto de trigo ou de mistura de trigo com centeio",5008
2023,Roraima,8422,"Máquinas de lavar louça; máquinas e aparelhos para limpar ou secar garrafas ou outros recipientes; máquinas e aparelhos para encher, fechar, rolhar ou rotular garrafas, caixas, latas, sacos ou outros recipientes; máquinas e aparelhos para capsular garrafa",5002
2023,Não Declarada,8417,"Fornos industriais ou de laboratório, incluídos os incineradores, não elétricos",5000
2023,Bahia,8446,Teares para tecidos,5000
2023,Não Declarada,3402,"Agentes orgânicos de superfície (exceto sabões); preparações tensoactivas, preparações para lavagem (incluídas as preparações auxiliares de lavagem) e preparações para lavagem, mesmo contendo sabão, exceto as da posição 3401",4999
2023,Amapá,2005,"Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com excepção dos produtos da posição 2006",4999
2023,Pernambuco,0708,"Legumes de vagem, com ou sem vagem, frescos ou refrigerados",4998
2023,Amazonas,7321,"Aquecedores (fogões de sala), caldeiras de fornalha, fogões de cozinha (incluídos os que possam ser utilizados acessoriamente no aquecimento central), grelhadores (churrasqueiras), braseiras, fogareiros a gás, aquecedores de pratos, e aparelhos não eléctr",4994
2023,Rio Grande do Norte,3920,"Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas a outras matérias",4993
2023,São Paulo,8109,"Zircónio e suas obras, incluídos os desperdícios, resíduos e sucata",4992
2023,Não Declarada,9017,"Instrumentos de desenho, de traçado ou de cálculo (por exemplo: máquinas de desenhar, pantógrafos, transferidores, estojos de desenho geométrico, réguas de cálculo e discos de cálculo); instrumentos de medida de distâncias de uso manual (por exemplo: metr",4988
2023,Santa Catarina,4807,"Papel e cartão obtidos por colagem de folhas sobrepostas, não revestidos na superfície nem impregnados, mesmo reforçados interiormente, em rolos ou em folhas",4977
2023,Paraná,2711,Gás de petróleo e outros hidrocarbonetos gasosos,4973
2023,Pará,0307,"Moluscos, com ou sem concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; invertebrados aquáticos, exceto crustáceos e moluscos, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets",4969
2023,Não Declarada,8542,Circuitos integrados e microconjuntos electrónicos,4966
2023,Bahia,9603,"Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual, exceto as motorizadas, espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; ",4966
2023,Distrito Federal,0901,"Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção",4966
2023,Maranhão,8481,"Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes",4961
2023,Alagoas,8311,"Fios, varetas, tubos, chapas, eléctrodos e artefactos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos interior ou exteriormente de decapantes ou de fundentes, para soldadura (soldagem) ou depósito de metal ou de carbonetos metálicos; ",4959
2023,Pernambuco,9017,"Instrumentos de desenho, de traçado ou de cálculo (por exemplo: máquinas de desenhar, pantógrafos, transferidores, estojos de desenho geométrico, réguas de cálculo e discos de cálculo); instrumentos de medida de distâncias de uso manual (por exemplo: metr",4953
2023,São Paulo,1401,"Matérias vegetais das espécies principalmente utilizadas em cestaria ou espartaria (por exemplo: bambus, rotins, canas, juncos, vimes, ráfia, palha de cereais limpa, branqueada ou tingida, casca de tília)",4940
2023,Ceará,3809,"Agentes de apresto ou de acabamento, aceleradores de tingimento ou de fixação de matérias corantes e outros produtos e preparações (por exemplo: aprestos preparados e preparações mordentes) dos tipos utilizados na indústria têxtil, na indústria do papel, ",4938
2023,Rondônia,4805,"Outros papéis e cartões, não revestidos nem impregnados, em rolos ou em folhas, não tendo sofrido trabalho complementar nem tratamento, exceto os especificados na Nota 3 do presente Capítulo",4931
2023,Roraima,8473,"Partes e acessórios (exceto estojos, capas e semelhantes), reconhecíveis como exclusiva ou principalmente destinados às máquinas e aparelhos das posições 8469 a 8472",4929
2023,Ceará,2402,"Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos",4928
2023,Rio Grande do Norte,5212,Outros tecidos de algodão,4925
2023,Espírito Santo,7013,"Objectos de vidro para serviço de mesa, cozinha, toucador, escritório, ornamentação de interiores ou usos semelhantes, exceto os das posições 7010 ou 7018",4922
2023,Minas Gerais,9002,"Lentes, prismas, espelhos e outros elementos de óptica, de qualquer matéria, montados, para instrumentos e aparelhos, exceto os de vidro não trabalhado opticamente",4919
2023,Ceará,9404,"Suportes elásticos para camas; colchões, edredões, almofadas, pufes, travesseiros e artigos semelhantes, equipados com molas ou guarnecidos interiormente de quaisquer matérias, compreendendo esses artigos de borracha ou de plástico alveolares, mesmo recob",4917
2023,Minas Gerais,8213,"Tesouras e suas lâminas, de metais comuns",4916
2023,Amazonas,2002,"Tomates preparados ou conservados, exceto em vinagre ou em ácido acético",4911
2023,Mato Grosso,0709,"Outros produtos hortícolas, frescos ou refrigerados",4905
2023,Maranhão,8549,"Desperdícios e resíduos, e sucata, elétricos e eletrônicos",4900
2023,Ceará,8203,"Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais",4894
2023,Rio Grande do Norte,6211,"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips de banho; outro vestuário",4892
2023,Minas Gerais,4418,"Obras de carpintaria para construções, incluídos os painéis celulares, os painéis para soalhos e as fasquias para telhados (shingles e shakes), de madeira",4889
2023,Maranhão,6307,"Outros artefactos confeccionados, incluídos os moldes para vestuário",4888
2023,Rio de Janeiro,8608,"Material fixo de vias férreas ou semelhantes; aparelhos de sinalização, segurança, controle ou comando para vias férreas, rodoviárias ou fluviais",4884
2023,Maranhão,1702,"Outros açúcares, incluídos a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido; xaropes de açúcares, sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; açúcares e melaços car",4882
2023,Goiás,8538,"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537",4879
2023,Ceará,8468,"Máquinas e aparelhos para soldar, mesmo de corte, exceto os da posição 8515; máquinas e aparelhos a gás para têmpera superficial",4873
2023,Alagoas,0307,"Moluscos, com ou sem concha, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; invertebrados aquáticos, exceto crustáceos e moluscos, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets",4866
2023,Minas Gerais,6303,"Cortinados, cortinas e estores; sanefas e reposteiros",4864
2023,Bahia,6809,Obras de gesso ou de composições à base de gesso,4860
2023,Bahia,0402,"Leite e nata, concentrados ou adicionados de açúcar ou de outros edulcorantes",4853
2023,Minas Gerais,2847,"Peróxido de hidrogênio (água oxigenada), mesmo solidificado com ureia",4852
2023,Roraima,8518,"Microfones e seus suportes; altifalantes, mesmo montados nos seus receptáculos; capacetes com auscultadores e auscultadores, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou vários altifalantes; amplificador",4841
2023,Goiás,6107,"Cuecas, ceroulas, camisas de noite, pijamas, roupões de banho, robes e semelhantes, de malha, de uso masculino",4838
2023,Pará,8484,"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas",4831
2023,Mato Grosso,9403,Outros móveis e suas partes,4820
2023,Pará,9404,"Suportes elásticos para camas; colchões, edredões, almofadas, pufes, travesseiros e artigos semelhantes, equipados com molas ou guarnecidos interiormente de quaisquer matérias, compreendendo esses artigos de borracha ou de plástico alveolares, mesmo recob",4820
2023,Maranhão,1108,Amidos e féculas; inulina,4818
2023,Paraná,6117,"Outros acessórios de vestuário, confeccionados, de malha; partes de vestuário ou de seus acessórios, de malha",4814
2023,Espírito Santo,4805,"Outros papéis e cartões, não revestidos nem impregnados, em rolos ou em folhas, não tendo sofrido trabalho complementar nem tratamento, exceto os especificados na Nota 3 do presente Capítulo",4813
2023,Amapá,0807,"Melões, melancias e papaias (mamões), frescos",4812
2023,Rio de Janeiro,8546,"Isoladores de qualquer matéria, para usos elétricos",4803
2023,Pernambuco,8511,"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por faísca ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (dínamos e",4801
2023,Pernambuco,3304,"Produtos de beleza ou de maquilhagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluídas as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros",4796
2023,Não Declarada,6209,"Vestuário e seus acessórios, para bebés",4795
2023,Mato Grosso do Sul,4420,"Madeira marchetada e madeira incrustada; estojos e guarda-jóias, para joalharia e ourivesaria, e obras semelhantes, de madeira; estatuetas e outros objectos de ornamentação, de madeira; artigos de mobiliário, de madeira, que não se incluam no Capítulo 94",4793
2023,Mato Grosso do Sul,8517,"Aparelhos elétricos para telefonia ou telegrafia por fios, incluídos os aparelhos telefónicos por fio combinados com auscultadores sem fio e os aparelhos de telecomunicação por corrente portadora ou de telecomunicação digital; videofones",4791
2023,Não Declarada,9608,"Canetas esferográficas; canetas e marcadores de ponta de feltro ou de outras pontas porosas; canetas de tinta permanente e outras canetas; estiletes para duplicadores; lapiseiras; canetas porta-penas, porta-lápis e artigos semelhantes; suas partes (inclui",4788
2023,Santa Catarina,4001,"Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias ou em chapas, folhas ou tiras",4786
2023,Não Declarada,8530,"Aparelhos elétricos de sinalização (excluídos os de transmissão de mensagens), de segurança, de contrôle ou de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para",4783
2023,Santa Catarina,2518,"Dolomite, mesmo sinterizada ou calcinada, incluindo a dolomite desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma quadrada ou rectangular; aglomerado de dolomite",4776
2023,Goiás,6302,"Roupas de cama, mesa, toucador ou cozinha",4770
2023,Roraima,8704,Veículos automóveis para transporte de mercadorias,4766
2023,Pará,0410,"Produtos comestíveis de origem animal, não especificados nem compreendidos noutras posições",4759
2023,Maranhão,0813,"Frutas secas, exceto das posições 0801 a 0806; misturas de frutas secas ou de frutas de casca rija, do presente capítulo",4749
2023,Paraná,6003,"Tecidos de malha de largura não superior a 30 cm, exceto das posições 6001 e 6002",4747
2023,Espírito Santo,8435,"Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sumos de frutas ou bebidas semelhantes",4745
2023,Paraná,7105,"Pó de diamantes, de pedras preciosas ou semipreciosas ou de pedras sintéticas",4740
